src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
qlp,1528696,00448.01,PC,75.795414,-30.399349,13.073,0.02,1438.40559,0.00109,0.88202,7e-05,0.58,0.093,38108.5,2345.85,5,2019-01-31 16:53:31.122440+00:00,2019-04-25 14:24:37.181841+00:00
qlp,1449640,00446.01,PC,75.171624,-35.202599,11.883,0.018,1440.4336,0.00115,3.50175,0.0003,3.804,0.1,14123.3,2.44777,5,2019-01-31 16:53:30.888243+00:00,2019-04-25 14:23:48.706975+00:00
qlp,117979897,00443.01,PC,71.824416,-17.115154,12.02,0.019,1439.87246,0.00106,3.3106,0.00025,3.589,0.135,7844.13,2.09593,5,2019-01-31 16:53:30.750908+00:00,2019-04-25 14:22:15.940217+00:00
qlp,70899085,00442.01,PC,64.19,-12.084,10.662,0.04,1438.38552,0.00064,4.05203,0.00016,1.299,0.053,4839.07,2.46116,5,2019-01-31 16:53:30.790316+00:00,2019-04-25 14:22:02.332614+00:00
qlp,316916655,00441.01,PC,74.472819,-13.703695,9.196,0.018,1440.19448,0.00099,2.87436,0.00021,1.901,0.412,2490.41,6.36835,5,2019-01-31 16:53:31.415284+00:00,2019-04-25 14:21:49.282644+00:00
qlp,13021029,00439.01,PC,75.299663,-26.054143,11.668,0.019,1439.12362,0.00094,3.85605,0.00024,3.918,0.176,8294.17,1.31453,5,2019-01-31 16:53:31.102771+00:00,2019-04-25 14:20:36.911347+00:00
qlp,468880077,00438.01,PC,56.504316,9.990412,9.401,0.017,1441.05616,0.00628,5.8076,0.00281,1.802,0.405,897.312,2.85588,5,2019-01-31 16:53:30.947336+00:00,2019-04-25 14:20:12.333121+00:00
qlp,44745077,00436.01,PC,61.6399,-25.0937,13.041,0.04,1411.70271,0.00319,1.8756,0.00017,0.989,0.279,5666.3,38.9309,5 4,2019-01-31 16:53:30.534620+00:00,2019-04-25 14:19:54.134226+00:00
qlp,38686737,00432.01,PC,57.865656,-10.614048,12.536,0.019,1439.97961,0.00087,2.24704,0.00014,2.713,0.065,18890.4,3.68202,5,2019-01-31 16:53:30.396360+00:00,2019-04-25 14:18:35.418804+00:00
qlp,31374837,00431.01,PC,83.269151,-26.724584,8.113,0.019,1440.63138,0.00096,12.45941,0.0008,3.353,0.465,2049.26,1.11236,5 6,2019-01-31 16:53:30.416215+00:00,2019-04-25 14:18:05.779158+00:00
qlp,459942762,00430.01,PC,60.278255,4.541177,8.225,0.018,1438.83761,0.00172,0.58644,6e-05,1.441,0.157,443.281,0.593425,5,2019-01-31 16:53:31.006417+00:00,2019-04-25 14:17:45.711089+00:00
qlp,117979850,00428.01,PC,71.81028,-17.24836,7.788,0.018,1438.29579,0.00192,0.63324,9e-05,0.462,0.106,457.074,3.27152,5,2019-01-31 16:53:30.514976+00:00,2019-04-25 14:08:49.359372+00:00
qlp,70914192,00427.01,PC,64.657066,-17.419877,10.328,0.019,1438.32766,0.0003,0.60952,1e-05,1.023,0.023,27296.3,1264.9,5,2019-01-31 16:53:30.573570+00:00,2019-04-25 14:08:38.383818+00:00
qlp,189013224,00426.01,PC,79.1022,-15.510125,9.567,0.019,1438.52905,0.0063,1.3208,0.00061,1.598,0.312,414.347,1.69836,5,2019-01-31 16:53:30.651988+00:00,2019-04-25 14:08:22.981323+00:00
qlp,169532369,00425.01,PC,78.098844,-13.605637,11.523,0.018,1440.31143,0.00126,3.60364,0.00032,3.728,0.47,6281.32,3.09946,5,2019-01-31 16:53:30.671669+00:00,2019-04-25 14:08:10.104265+00:00
qlp,117979694,00424.01,PC,71.921335,-17.745092,10.453,0.018,1438.72101,0.00317,0.99114,0.00024,1.623,0.244,660.733,1.49485,5,2019-01-31 16:53:30.927608+00:00,2019-04-25 14:07:56.504389+00:00
qlp,43647325,00423.01,PC,76.081788,-6.229818,10.41,0.02,1440.12315,0.00023,3.16164,6e-05,3.067,0.042,16457.8,0.580572,5,2019-01-31 16:53:31.063652+00:00,2019-04-25 14:07:46.166920+00:00
qlp,117979455,00422.01,PC,71.803187,-17.253066,8.924,0.018,1438.29783,0.00192,0.63322,7e-05,0.576,0.151,1133.72,16.2524,5,2019-01-31 16:53:31.083186+00:00,2019-04-25 14:07:31.950231+00:00
qlp,408159788,00420.01,PC,78.447483,7.056052,10.569,0.018,1439.81321,0.00964,2.30067,0.00139,2.579,0.481,573.163,2.29415,5,2019-01-31 16:53:31.218763+00:00,2019-04-25 14:06:42.892169+00:00
qlp,207110080,00558.01,PC,42.291485,-58.024738,10.988,0.019,1361.00583,0.0,14.54868,0.0,3.233,0.323,4080.0,0.0,3 2,2019-04-04 21:06:23.796568+00:00,2019-04-25 14:05:56.486444+00:00
qlp,365781372,00627.01,PC,81.923567,7.918569,9.945,0.018,1469.22408,0.00062,1.13889,6e-05,2.154,0.248,5368.19,0.902334,6,2019-03-21 15:42:32.546325+00:00,2019-04-23 16:23:24.093372+00:00
qlp,281408474,00628.01,PC,99.263084,1.767542,9.654,0.023,1469.2352,0.00043,3.4076,0.00014,3.69,0.056,6353.07,0.244342,6,2019-03-21 15:42:32.155150+00:00,2019-04-23 16:20:34.885815+00:00
qlp,293853437,00629.01,PC,95.827868,0.883344,8.673,0.023,1471.94189,0.00127,8.71668,0.00105,6.215,0.093,2075.39,0.287747,6,2019-03-21 15:42:32.019177+00:00,2019-04-23 16:19:27.586533+00:00
qlp,250484865,00895.01,PC,94.205595,-2.928895,8.777,0.017,1468.75811,0.00645,0.76189,0.00043,1.904,0.272,152.033,0.630631,6,2019-03-21 15:42:32.580646+00:00,2019-04-23 16:19:27.549731+00:00
qlp,102283403,00896.01,PC,89.154662,10.5517,9.081,0.021,1471.13285,0.00712,3.52985,0.0027,1.907,0.551,456.171,5.29033,6,2019-03-21 15:42:33.447097+00:00,2019-04-23 16:19:27.512698+00:00
qlp,229384040,00897.01,PC,98.597791,8.413924,9.096,0.018,1469.29528,0.01035,1.29277,0.00099,2.413,0.549,254.293,1.44527,6,2019-03-21 15:42:33.563957+00:00,2019-04-23 16:19:27.502648+00:00
qlp,123898871,00630.01,PC,90.916016,-19.040861,9.831,0.018,1470.34946,0.00096,4.90746,0.00055,4.152,0.259,11111.8,1.19893,6,2019-03-21 15:42:33.103059+00:00,2019-04-23 16:17:42.875857+00:00
qlp,97158538,00631.01,PC,105.945558,-30.726446,8.764,0.017,1492.69815,0.00155,2.59565,0.00039,0.549,0.208,966.297,17.294,7,2019-03-26 13:55:25.820512+00:00,2019-04-23 16:16:40.506919+00:00
qlp,399870368,00624.01,PC,74.552326,9.997998,9.298,0.018,1439.57482,0.0005,2.74436,0.00011,3.442,0.062,8443.52,0.71194,5,2019-02-04 20:26:40.382689+00:00,2019-04-23 16:01:34.286285+00:00
qlp,379929661,00625.01,PC,130.505635,3.710563,9.612,0.018,1495.78621,0.00036,4.78677,0.00014,4.974,0.039,7627.61,0.124569,7,2019-03-26 13:55:24.555657+00:00,2019-04-23 15:57:14.603636+00:00
qlp,65412605,00626.01,PC,108.123121,-24.953573,9.514,0.019,1493.31513,0.00052,4.40107,0.00018,4.774,0.125,5812.45,0.208987,7,2019-03-26 13:55:20.129850+00:00,2019-04-23 15:54:57.426564+00:00
spoc,432008938,00643.01,PC,120.6935,-23.6959,13.679,0.04,1522.349321,0.003658,9.653456,0.002539,4.00937,0.258226,43088.5649,4189.9946,8,2019-04-11 19:30:45.577393+00:00,2019-04-19 14:05:41.412573+00:00
spoc,349790953,00632.01,PC,113.454821,-61.29248,10.237,0.018,1518.399993,0.002168,1.551885,0.000239,3.282795,0.139572,5738.416573,291.2563,8,2019-04-11 19:30:41.818853+00:00,2019-04-19 14:05:41.394002+00:00
spoc,348755723,00633.01,PC,134.087962,-12.934879,13.87,0.018,1517.809802,0.002628,4.503645,0.000869,1.973292,0.304933,12525.725237,1114.7897,8,2019-04-11 19:30:41.077060+00:00,2019-04-19 14:05:41.366305+00:00
spoc,344926234,00634.01,PC,151.55748,3.946547,9.102,0.019,1517.428167,0.001804,0.49359,7.2e-05,1.545897,0.336383,246.702105,27.362505,8,2019-04-11 19:30:40.860020+00:00,2019-04-19 14:05:41.347818+00:00
spoc,286132427,00635.01,PC,146.724705,-4.298086,8.07,0.018,1517.43594,0.001801,0.493379,7.7e-05,1.5,0.283602,194.341058,22.715282,8,2019-04-11 19:30:37.979463+00:00,2019-04-19 14:05:41.282719+00:00
spoc,146463781,00636.01,PC,123.8856,-31.5568,14.884,0.059,1517.476816,0.002485,0.417921,7.9e-05,1.843947,0.247587,41644.893112,3604.8499,8,2019-04-11 19:30:28.244534+00:00,2019-04-19 14:05:41.156875+00:00
spoc,133334108,00637.01,PC,120.787351,-38.741549,8.817,0.018,1519.656609,0.004028,2.854317,0.000995,6.011718,0.419426,352.596753,36.774773,8,2019-04-11 19:30:26.274964+00:00,2019-04-19 14:05:41.096578+00:00
spoc,78154865,00638.01,PC,147.867332,-4.123348,8.909,0.019,1517.42793,0.001407,0.493826,5.5e-05,1.162615,0.459021,310.570859,44.601707,8,2019-04-11 19:30:23.685103+00:00,2019-04-19 14:05:41.073366+00:00
spoc,82362447,00639.01,PC,124.2495,-47.6515,15.341,0.062,1517.560677,0.005268,2.819817,0.001165,6.611278,0.349024,183631.033642,13579.864,8,2019-04-11 19:30:24.149950+00:00,2019-04-19 14:05:41.058998+00:00
qlp,63303499,00644.01,PC,104.922853,-24.884087,9.701,0.022,1469.8553,0.00571,1.92699,0.00048,2.876,0.325,294.005,0.597559,7 6,2019-03-26 13:55:10.622035+00:00,2019-04-16 17:58:33.065410+00:00
qlp,157568289,00645.01,PC,106.767399,-36.770834,10.341,0.023,1468.73679,0.00085,1.84051,6e-05,4.642,0.055,2577.82,0.152151,7 6,2019-03-26 13:55:20.589252+00:00,2019-04-16 17:58:32.560195+00:00
qlp,124543547,00898.01,PC,104.480703,-9.924729,10.486,0.018,1487.5,,,,7.352,0.649,6000.0,,6,2019-03-21 15:42:32.036310+00:00,2019-04-15 21:00:43.169498+00:00
qlp,238197709,00646.01,PC,57.265426,-72.947417,10.26,0.019,1354.35499,0.00112,6.86315,9e-05,3.124,0.129,9061.37,180.935,5 6 3,2019-03-21 15:42:33.512801+00:00,2019-04-15 20:55:41.055830+00:00
qlp,92992033,00647.01,PC,83.955455,-18.649646,10.17,0.02,1470.60184,0.01,4.90765,0.00501,3.753,0.689,579.472,1.91617,6,2019-03-21 15:42:33.276156+00:00,2019-04-15 20:54:46.270870+00:00
qlp,78672342,00648.01,PC,103.002802,-18.95445,10.118,0.018,1471.30172,0.00691,2.97638,0.00175,3.212,0.957,795.842,3.34883,6,2019-03-21 15:42:32.716329+00:00,2019-04-15 20:54:14.922543+00:00
qlp,35582553,00649.01,PC,102.222701,-13.527282,9.84,0.023,1468.83597,0.00099,0.93556,8e-05,1.124,0.054,1264.09,0.783218,6,2019-03-21 15:42:32.120645+00:00,2019-04-15 20:52:16.593545+00:00
qlp,349373192,00650.01,PC,110.261057,-60.155525,9.757,0.019,1326.31528,0.00441,0.76983,3e-05,2.774,0.185,160.192,0.191012,5 6 4,2019-03-21 15:42:33.208295+00:00,2019-04-15 20:51:35.140758+00:00
qlp,72090501,00651.01,PC,92.105674,-11.147126,6.832,0.108,1469.47343,0.00209,1.07083,0.00017,1.657,0.311,3153.26,6.14768,6,2019-03-21 15:42:33.242222+00:00,2019-04-15 20:09:12.089145+00:00
spoc,408310006,00576.01,PC,144.875373,-20.982444,8.845,0.018,1518.964722,0.00057,5.443936,0.000229,3.619838,0.056955,3034.680468,51.80582,8,2019-04-05 20:18:18.798868+00:00,2019-04-15 03:44:32.867322+00:00
spoc,296739893,00620.01,PC,142.1733,-12.1655,10.097,0.046,1518.006117,0.000794,5.098373,0.000358,1.168674,0.172413,3393.722286,167.37408,8,2019-04-10 17:25:17.350276+00:00,2019-04-13 13:53:59.603313+00:00
spoc,30828562,00621.01,PC,134.718607,-43.452891,8.11,0.017,1520.110439,0.000227,3.112361,5.2e-05,2.437419,0.014018,6343.20305,58.34585,8,2019-04-10 17:25:16.640255+00:00,2019-04-13 13:53:59.598658+00:00
spoc,83092282,00622.01,PC,125.305097,-46.484211,8.544,0.018,1520.692903,0.000494,6.402053,0.000272,3.869895,0.043577,3892.872637,49.669323,8,2019-04-10 17:25:16.791866+00:00,2019-04-13 13:53:59.570680+00:00
spoc,101395259,00623.01,PC,148.720406,-23.332148,10.177,0.018,1523.942997,0.000968,15.151486,0.001355,2.980855,0.075363,6230.437846,152.05783,8,2019-04-10 17:25:16.994832+00:00,2019-04-13 13:53:59.561199+00:00
qlp,287329267,00595.01,PC,109.783592,-59.302048,9.954,0.018,1331.95049,0.00657,7.6435,0.00042,2.484,0.872,438.55,2.05494,8 7 5 6 4 3 2 1,2019-04-01 16:51:56.391994+00:00,2019-04-13 13:50:35.668184+00:00
qlp,153651591,00607.01,PC,121.009306,-26.165703,10.475,0.019,1492.55774,0.00402,2.14542,0.00029,1.807,0.197,1076.91,1.63323,8 7,2019-04-01 16:51:57.948796+00:00,2019-04-13 13:43:35.886778+00:00
qlp,270841724,00590.01,PC,132.068732,-47.114723,10.441,0.045,1522.02359,0.00103,18.90372,0.00081,9.067,0.168,24270.0,3.68583,8,2019-04-01 16:52:00.866175+00:00,2019-04-13 13:43:13.888694+00:00
qlp,80275202,00610.01,PC,121.526256,-44.375102,10.427,0.019,1495.34181,0.00348,3.66465,0.00066,2.76,0.817,2383.11,9.71726,8,2019-04-01 16:51:58.329379+00:00,2019-04-13 13:42:56.753407+00:00
qlp,145982812,00599.01,PC,133.14528,-50.008851,10.399,0.018,1518.4693,0.0032,0.82967,0.00021,1.755,0.05,4744.55,473.454,8,2019-04-01 16:52:03.087834+00:00,2019-04-13 13:42:39.845129+00:00
qlp,154459165,00611.01,PC,122.03451,-28.066077,10.361,0.018,1491.88848,0.0071,3.14905,0.00096,3.414,1.189,1228.79,27.608,8 7,2019-04-01 16:51:58.632199+00:00,2019-04-13 13:42:21.680546+00:00
qlp,181304295,00605.01,PC,130.919568,-36.656996,10.334,0.018,1521.08379,0.00216,3.38387,0.00059,2.148,0.179,20017.7,2347.95,8,2019-04-01 16:52:04.774304+00:00,2019-04-13 13:42:03.805969+00:00
qlp,145027461,00604.01,PC,122.257516,-30.787939,10.301,0.018,1492.72655,0.00301,1.07242,0.00013,1.996,0.216,632.189,0.737297,8 7,2019-04-01 16:52:04.269906+00:00,2019-04-13 13:41:26.158798+00:00
qlp,190496853,00615.01,PC,133.408771,-40.543787,10.263,0.018,1518.29261,0.00047,4.66202,0.00016,4.096,0.059,9832.39,0.446065,8,2019-04-01 16:52:00.301006+00:00,2019-04-13 13:41:08.784137+00:00
qlp,122262940,00606.01,PC,133.238774,-57.94062,10.242,0.018,1519.94608,0.0019,2.00337,0.00034,3.091,0.145,12786.9,883.047,8,2019-04-01 16:52:05.024272+00:00,2019-04-13 13:40:30.605591+00:00
qlp,134396419,00600.01,PC,122.272949,-37.06187,10.218,0.018,1491.92094,0.00466,4.36539,0.00099,2.427,0.702,937.718,4.5236,8 7,2019-04-01 16:52:03.489290+00:00,2019-04-13 13:40:08.713947+00:00
qlp,141227133,00617.01,PC,129.315412,-47.383549,10.19,0.016,1518.70004,0.00114,2.42232,0.00022,2.873,0.212,5696.52,10.2883,8,2019-04-01 16:52:00.527890+00:00,2019-04-13 13:39:44.612178+00:00
qlp,284738182,00612.01,PC,110.881935,-37.835526,10.184,0.02,1492.49033,0.00141,0.91361,5e-05,1.111,0.261,1119.18,2.75288,8,2019-04-01 16:51:58.908853+00:00,2019-04-13 13:39:24.461779+00:00
qlp,196286587,00592.01,PC,125.557134,-25.069442,10.148,0.018,1496.1748,0.00333,10.4,,3.709,0.333,1500.0,,8 7,2019-04-01 16:51:58.228795+00:00,2019-04-13 13:38:21.685685+00:00
qlp,267527924,00619.01,PC,114.05071,-48.063511,10.146,0.033,1492.8517,0.00334,1.80819,0.00022,2.783,0.334,773.254,1.13506,8 7,2019-04-01 16:52:01.496877+00:00,2019-04-13 13:37:59.309555+00:00
qlp,186547153,00608.01,PC,132.83889,-34.431876,10.146,0.018,1518.54956,0.00148,1.1905,0.00014,1.728,0.296,1471.83,2.25464,8,2019-04-01 16:51:58.202755+00:00,2019-04-13 13:37:41.374322+00:00
qlp,173640199,00618.01,PC,112.570661,-39.339558,10.09,0.019,1497.91582,0.00126,7.7647,0.00078,4.2,0.153,2715.34,0.292106,8 7,2019-04-01 16:52:00.628250+00:00,2019-04-13 13:37:10.388609+00:00
qlp,81429971,00598.01,PC,123.17821,-42.934994,10.045,0.018,1494.82278,0.00407,3.04375,0.00052,3.67,0.275,4162.6,538.107,8 7,2019-04-01 16:51:56.668510+00:00,2019-04-13 13:36:27.895317+00:00
qlp,146406806,00594.01,PC,123.73362,-31.608231,10.022,0.052,1498.63373,0.00181,13.952,,4.49,0.277,10000.0,,8 7,2019-04-01 16:52:00.766794+00:00,2019-04-13 13:35:53.691177+00:00
qlp,175176327,00602.01,PC,115.825339,-36.496758,9.974,0.018,1502.78755,0.00125,11.09743,0.0009,1.697,0.279,3800.9,6.20489,8 7,2019-04-01 16:52:03.894491+00:00,2019-04-13 13:35:29.667684+00:00
qlp,118021229,00614.01,PC,128.475349,-20.9406,9.896,0.018,1518.2814,0.00274,0.88501,0.00021,1.622,0.202,820.279,1.76139,8,2019-04-01 16:52:00.000516+00:00,2019-04-13 13:26:27.499957+00:00
qlp,145879095,00616.01,PC,132.873992,-51.328235,9.889,0.019,1520.16077,0.00152,2.80572,0.00055,2.631,0.453,2517.38,5.55717,8,2019-04-01 16:52:00.376585+00:00,2019-04-13 13:26:04.601558+00:00
qlp,77527511,00613.01,PC,142.262913,-5.375502,9.888,0.018,1518.2712,0.00082,0.77864,8e-05,0.986,0.15,1317.87,1.49465,8,2019-04-01 16:51:59.520221+00:00,2019-04-13 13:25:41.681329+00:00
qlp,141363913,00601.01,PC,129.462368,-43.042027,9.882,0.018,1521.39141,0.00244,3.47623,0.00095,1.879,0.391,1276.08,2.46604,8,2019-04-01 16:52:03.642411+00:00,2019-04-13 05:28:30.338962+00:00
qlp,144956678,00596.01,PC,122.068631,-35.559495,9.864,0.018,1492.98571,0.005,1.51472,0.00029,1.968,0.23,445.185,0.877848,8 7,2019-04-01 16:51:56.541430+00:00,2019-04-13 05:28:01.403807+00:00
qlp,134404603,00609.01,PC,122.340268,-39.164909,9.79,0.018,1496.71767,0.00043,4.97019,9e-05,1.625,0.03,57142.3,1089.87,8 7,2019-04-01 16:51:58.253581+00:00,2019-04-13 05:27:30.154334+00:00
qlp,146208651,00597.01,PC,133.457682,-48.812619,9.729,0.02,1519.22343,0.00508,6.5224,0.00248,2.63,0.484,844.574,2.07697,8,2019-04-01 16:51:56.617194+00:00,2019-04-13 05:26:56.693553+00:00
qlp,262746281,00603.01,PC,141.107961,5.766249,9.727,0.019,1523.78917,0.00257,8.0885,0.00192,7.864,0.916,2857.43,3.4803,8 7,2019-04-01 16:52:03.994625+00:00,2019-04-13 05:26:32.701516+00:00
qlp,412961700,00589.01,PC,127.22263,-20.950425,6.734,0.032,1520.15828,0.00234,2.5188,0.0005,1.473,0.229,465.429,1.13254,8,2019-04-01 16:52:03.919765+00:00,2019-04-13 05:23:37.534533+00:00
spoc,405454160,00563.01,PC,143.243377,-17.343506,10.383,0.02,1524.138752,0.003418,,,3.774052,0.262882,2350.522227,175.37494,8,2019-04-05 20:18:18.746960+00:00,2019-04-12 18:28:38.615839+00:00
spoc,1003831,00564.01,PC,130.29518,-16.036262,10.632,0.019,1518.203536,0.000554,1.651142,7e-05,0.758184,0.176395,3006.610319,150.12146,8,2019-04-05 20:18:16.258020+00:00,2019-04-11 17:53:43.210558+00:00
spoc,1103432,00565.01,PC,130.581453,-17.189439,12.771,0.019,1519.870491,0.001236,3.727891,0.000455,3.87341,0.105718,17864.304846,505.3925,8,2019-04-05 20:18:16.314006+00:00,2019-04-11 17:53:43.205937+00:00
spoc,1133072,00566.01,PC,131.0859,-28.0766,12.541,0.043,1517.531592,0.002755,0.846542,0.000179,2.408837,0.443968,2524.567663,236.40909,8,2019-04-05 20:18:16.367381+00:00,2019-04-11 17:53:43.201266+00:00
spoc,13349647,00567.01,PC,131.580404,-8.026948,12.149,0.019,1518.50535,0.000356,1.537368,4e-05,1.874648,0.027163,19329.384675,210.21474,8,2019-04-05 20:18:16.423829+00:00,2019-04-11 17:53:43.196647+00:00
spoc,37575651,00568.01,PC,135.340505,-28.324623,8.269,0.02,1521.911663,0.001511,9.596295,0.001214,2.877325,0.336437,1229.378239,90.49283,8,2019-04-05 20:18:16.637687+00:00,2019-04-11 17:53:43.177940+00:00
spoc,101011575,00560.01,PC,129.688588,-13.256682,8.53239,0.018459,1517.691424,0.000819,6.397438,0.000471,2.119473,0.159272,1791.709243,60.84296,8,2019-04-05 20:18:16.916307+00:00,2019-04-11 17:53:43.154892+00:00
spoc,123482865,00569.01,PC,115.102738,-42.154645,9.43,0.018,1523.091209,0.001309,13.113683,0.001803,2.711259,0.10794,2858.030303,135.67715,8,2019-04-05 20:18:16.968750+00:00,2019-04-11 17:53:43.150274+00:00
spoc,126733133,00570.01,PC,136.955176,-51.867096,9.983,0.018,1517.450907,0.001008,1.468833,0.00011,0.778269,0.317153,1259.181826,112.25229,8,2019-04-05 20:18:17.020679+00:00,2019-04-11 17:53:43.145657+00:00
spoc,270468559,00571.01,PC,135.344391,6.097231,11.512,0.018,1519.463677,0.001051,4.641547,0.000453,3.861752,0.102874,7829.219673,194.85005,8,2019-04-05 20:18:17.695558+00:00,2019-04-11 17:53:43.100399+00:00
spoc,289535142,00572.01,PC,131.525004,-13.202894,12.483,0.018,1518.792059,0.000682,2.338247,0.000131,2.883574,0.060142,14405.705465,297.0594,8,2019-04-05 20:18:17.852446+00:00,2019-04-11 17:53:43.086924+00:00
spoc,296780789,00573.01,PC,142.3472,-14.5114,12.519,0.04,1524.632662,0.000164,13.577007,0.000232,1.702298,0.024588,143013.762227,3648.2417,8,2019-04-05 20:18:17.905221+00:00,2019-04-11 17:53:43.082316+00:00
spoc,315002523,00574.01,PC,144.926863,-28.58559,12.371,0.018,1518.617327,0.002583,3.302889,0.000617,5.296093,0.186031,8470.261461,397.23862,8,2019-04-05 20:18:18.150868+00:00,2019-04-11 17:53:43.060039+00:00
spoc,377064495,00561.01,PC,148.18559,6.216373,9.495,0.017,1527.055259,0.006522,10.781327,0.009318,4.858829,0.398929,1207.24764,139.98335,8,2019-04-05 20:18:18.505005+00:00,2019-04-11 17:53:43.033289+00:00
spoc,377064495,00561.02,PC,148.18559,6.216373,9.495,0.017,1517.49812,0.001694,0.446547,6.4e-05,1.366769,0.29138,289.999091,29.232874,8,2019-04-05 20:18:18.520496+00:00,2019-04-11 17:53:43.028556+00:00
spoc,377064495,00561.03,PC,148.18559,6.216373,9.495,0.017,1521.850243,0.005659,16.37165,0.006706,3.478042,0.440894,922.871077,105.64288,8,2019-04-05 20:18:18.535858+00:00,2019-04-11 17:53:43.024090+00:00
spoc,386435344,00575.01,PC,127.995236,-16.884928,8.74,0.018,1520.089078,0.001479,16.597333,0.002329,2.784924,0.157381,2308.886233,113.25557,8,2019-04-05 20:18:18.588403+00:00,2019-04-11 17:53:43.019568+00:00
spoc,410094645,00577.01,PC,133.258936,-22.198162,12.337,0.018,1517.977493,0.000673,3.329788,0.000167,3.24713,0.050201,22427.298659,295.96988,8,2019-04-05 20:18:18.851513+00:00,2019-04-11 17:53:42.996715+00:00
spoc,413248763,00562.01,PC,144.0068,-21.6608,8.735,0.032,1517.999665,0.000969,3.930792,0.000266,1.332557,0.175295,1164.257581,66.07022,8,2019-04-05 20:18:18.956776+00:00,2019-04-11 17:53:42.987237+00:00
spoc,423275733,00578.01,PC,140.506383,-23.946162,12.276,0.02,1518.691507,0.001066,2.052978,0.000169,2.652157,0.08004,10176.900286,279.0493,8,2019-04-05 20:18:19.009472+00:00,2019-04-11 17:53:42.981667+00:00
qlp,238061845,00579.01,PC,104.121279,-50.157913,9.594,0.017,1470.06147,0.00284,1.68418,0.00011,1.52,0.409,675.418,2.28888,8,2019-04-01 16:52:00.250145+00:00,2019-04-10 19:04:14.394164+00:00
qlp,81419525,00580.01,PC,123.108307,-46.109171,9.519,0.021,1518.38132,0.00239,1.54959,0.00027,2.873,0.154,6425.09,402.429,8,2019-04-01 16:52:01.042332+00:00,2019-04-10 19:03:43.067039+00:00
qlp,180987952,00581.01,PC,130.261521,-41.44282,9.494,0.032,1518.60799,0.00303,1.38846,0.0003,1.514,0.341,553.724,1.60118,8,2019-04-01 16:52:00.667949+00:00,2019-04-10 19:03:30.821058+00:00
qlp,287474726,00582.01,PC,127.128099,-28.359269,9.385,0.031,1519.09756,0.00584,3.74237,0.00128,2.48,0.413,520.63,1.81559,8,2019-04-01 16:51:57.796618+00:00,2019-04-10 19:03:14.032407+00:00
qlp,131743355,00583.01,PC,118.476438,-39.99303,9.336,0.019,1493.97709,0.00061,6.56028,0.00019,1.098,0.163,3288.79,2.59234,8 7,2019-04-01 16:52:04.547534+00:00,2019-04-10 19:02:47.522508+00:00
qlp,74482749,00584.01,PC,137.518438,-43.924975,9.069,0.02,1518.15634,0.00202,1.25987,0.00019,1.377,0.433,3930.46,14.6697,8,2019-04-01 16:52:00.125616+00:00,2019-04-10 19:02:26.441673+00:00
qlp,190990336,00585.01,PC,134.373095,-39.778427,8.935,0.017,1522.93883,0.00032,5.54714,0.00022,4.835,0.041,11569.0,0.324936,8,2019-04-01 16:51:58.556973+00:00,2019-04-10 19:02:13.167239+00:00
qlp,131979339,00586.01,PC,118.913617,-37.857728,8.188,0.018,1492.31772,0.00121,22.64414,,4.006,0.216,6000.0,,8 7,2019-04-01 16:52:01.219978+00:00,2019-04-10 19:01:42.298507+00:00
qlp,294090620,00587.01,PC,130.396025,-22.194329,7.824,0.017,1520.16789,0.00181,8.00924,0.00207,6.362,0.459,5599.54,4.89457,8,2019-04-01 16:52:04.096257+00:00,2019-04-10 19:01:35.400029+00:00
qlp,130415266,00588.01,PC,104.749864,-47.023362,7.281,0.031,1481.0,,40.0,,6.147,0.06,7000.0,,8 6,2019-04-01 16:52:03.013010+00:00,2019-04-10 19:00:39.825495+00:00
qlp,146261607,00591.01,PC,123.581912,-34.81935,10.168,0.019,1493.56068,0.00065,1.0,,5.93,0.081,17940.0,0.227926,8 7,2019-04-01 16:52:03.038191+00:00,2019-04-10 18:47:21.022807+00:00
qlp,128463355,00593.01,PC,118.059585,-29.71401,10.07,0.018,1500.0,,13.1,,2.987,0.146,8000.0,,8 7,2019-04-01 16:52:02.034078+00:00,2019-04-10 18:39:09.912107+00:00
spoc,311183180,00550.02,PC,55.031424,5.874627,9.002,0.018,1447.398548,0.000442,10.043245,0.00061,3.099789,0.039044,21393.227138,234.72195,5,2019-02-26 16:21:13.818196+00:00,2019-04-03 16:51:05.473436+00:00
spoc,311183180,00550.01,PC,55.031424,5.874627,9.002,0.018,1439.585605,0.000238,13.249837,0.000328,3.255177,0.02137,24779.049904,139.71046,5,2019-02-26 16:21:13.802320+00:00,2019-04-03 16:50:58.733781+00:00
spoc,325680697,00414.01,PC,36.853348,-12.038913,9.125,0.02,1411.517989,0.000337,1.824848,4e-05,1.96736,0.029417,5926.45502,56.519302,4,2019-01-31 17:54:52.031947+00:00,2019-03-28 00:11:55.211460+00:00
spoc,93125144,00523.01,PC,84.846542,-19.558202,9.579,0.019,1472.959693,0.001169,9.91102,0.001685,2.981681,0.100397,6044.13412,570.8092,6,2019-02-26 17:36:49.734400+00:00,2019-03-28 00:05:29.447104+00:00
