src,tic_id,toi_id,Disposition,RA,Dec,Tmag,Tmag Err,Epoc,Epoc Err,Period,Period Err,Duration,Duration Err,Transit Depth,Transit Depth Err,Sectors,Created,Updated
qlp,278775625,00921.01,PC,99.674189,-56.220668,11.215,0.018,1328.93654,0.0041,5.1288,0.00025,1.788,0.374,616.892,1.99921,6 4,2019-03-21 15:42:33.495885+00:00,2019-07-23 18:31:01.701514+00:00
qlp,153027658,00914.01,PC,48.726283,-44.961763,10.213,0.018,1384.9247,0.0034,2.33751,0.00027,2.284,0.263,850.0,,4,2019-01-18 16:50:44.688171+00:00,2019-07-23 18:18:49.145106+00:00
qlp,259389219,00915.01,PC,68.803845,-51.396549,11.192,0.018,1386.11382,0.00239,2.32485,0.00013,1.514,0.229,1441.23,2.40585,5 4,2019-02-04 20:26:39.741190+00:00,2019-07-23 18:07:56.892194+00:00
qlp,348844154,00916.01,PC,105.956794,-60.297611,11.201,0.018,1343.2066,0.00401,29.17362,0.00233,8.075,0.499,5558.85,22.7513,4,2019-01-18 16:50:48.910804+00:00,2019-07-23 18:06:12.366061+00:00
qlp,294869729,00918.01,PC,71.799168,-68.985683,11.18,0.018,1326.51803,0.00504,1.11424,0.0001,2.708,0.469,431.734,1.24118,4,2019-01-18 16:50:45.481827+00:00,2019-07-23 18:05:26.825821+00:00
qlp,150167117,00919.01,PC,93.413681,-62.219826,11.123,0.018,1344.89595,0.00947,20.0228,0.00207,3.079,0.88,16132.8,47.2954,8 4,2019-04-01 16:52:03.513732+00:00,2019-07-23 18:05:04.883895+00:00
qlp,278199349,00922.01,PC,110.890356,-79.504143,11.29,0.019,1418.21857,0.00159,9.46516,0.00275,3.951,0.391,10952.3,82.0134,4,2019-01-18 16:50:47.882953+00:00,2019-07-23 18:03:47.514760+00:00
qlp,301051430,00923.01,PC,50.036195,-45.061901,10.994,0.019,1387.44487,0.0035,3.27294,0.00054,1.489,0.481,1036.97,4.84773,4,2019-01-18 16:50:41.909797+00:00,2019-07-23 18:02:05.341798+00:00
qlp,382068562,00924.01,PC,79.656901,-55.888792,11.293,0.018,1330.36121,0.00029,12.12753,3e-05,1.886,0.051,20037.6,30.2355,8 7 4,2019-04-01 16:52:02.661124+00:00,2019-07-23 17:58:09.000787+00:00
qlp,300599466,00925.01,PC,113.047601,-68.012321,10.848,0.032,1331.85558,0.00299,13.18099,0.0007,3.426,0.627,2444.68,99.7673,7 4,2019-03-26 13:55:09.753306+00:00,2019-07-23 17:58:06.408711+00:00
qlp,176796997,00926.01,PC,48.378724,-32.005509,10.554,0.018,1412.28643,0.00272,1.80001,0.00027,0.998,0.19,5342.74,907.571,4,2019-01-18 16:50:45.204102+00:00,2019-07-23 17:56:32.158600+00:00
qlp,261258875,00927.01,PC,89.7307697,-79.7433767,9.25,0.019,1327.44834,0.00471,2.58525,7e-05,1.879,0.329,257.856,0.48271,11 4,2019-07-09 14:50:03.430455+00:00,2019-07-23 17:55:30.568382+00:00
qlp,300557619,00928.01,PC,112.599633,-71.595619,11.347,0.018,1350.32222,0.00158,30.57908,0.00067,6.297,0.332,12972.8,51.5093,4 1,2019-01-18 16:50:41.564161+00:00,2019-07-23 17:54:31.915070+00:00
qlp,175532955,00929.01,PC,45.90593,-39.930972,11.438,0.032,1388.44272,0.00532,5.82947,0.00117,2.471,0.506,1044.15,4.24531,4,2019-01-18 16:50:45.696282+00:00,2019-07-23 17:54:16.881040+00:00
qlp,100921768,00930.01,PC,54.308723,-44.472015,8.135,0.018,1386.39059,0.00824,4.90038,0.00157,3.506,0.527,203.834,0.872914,4,2019-01-18 16:50:49.314665+00:00,2019-07-23 17:54:16.814571+00:00
qlp,206474443,00931.01,PC,57.336837,-47.918163,11.496,0.018,1413.1587,0.00113,3.24512,0.00024,2.774,0.315,6677.01,3.81086,4,2019-01-18 16:50:50.044511+00:00,2019-07-23 17:53:24.061233+00:00
qlp,260417932,00932.01,PC,95.941263,-54.578177,10.662,0.018,1334.45097,0.00347,19.31096,0.00059,3.388,0.171,971.167,1.04152,8 4,2019-04-01 16:51:57.071280+00:00,2019-07-23 17:27:30.321765+00:00
qlp,260130483,00933.01,PC,92.305126,-55.403558,10.58,0.018,1344.93866,0.00264,88.93384,,8.472,0.672,2355.07,2.5192,10 8 4,2019-06-17 19:19:26.189387+00:00,2019-07-23 17:19:25.337361+00:00
spoc,16288184,01049.01,PC,253.768883,-28.710566,11.02,0.018,1626.800788,0.000869,2.180764,0.000122,2.941969,0.052856,18115.782776,663.21625,12,2019-07-15 19:20:04.856176+00:00,2019-07-22 19:38:03.013595+00:00
spoc,66818296,01050.01,PC,239.962303,-28.061737,11.0,0.019,1627.126221,0.000584,3.735285,0.000148,4.295874,0.035565,17207.566367,133.54828,12,2019-07-15 19:20:05.626010+00:00,2019-07-22 19:38:02.983519+00:00
spoc,177162886,00899.01,PC,104.492641,-71.523079,11.531,0.018,1326.48307,,12.84577,0.001867,3.147446,0.118054,9031.565679,261.86417,12,2019-07-15 19:20:07.247064+00:00,2019-07-22 19:38:02.914098+00:00
spoc,210873792,00900.01,PC,245.9056,-31.3731,12.036,0.059,1626.506628,0.009733,4.84405,0.002784,4.626678,0.773396,1634.142388,214.9427,12,2019-07-15 19:20:07.557611+00:00,2019-07-22 19:38:02.901643+00:00
spoc,214361331,00901.01,PC,261.06293,-50.38594,9.652,0.018,1625.566029,0.000788,3.230799,0.000149,0.69549,0.111889,2410.93763,121.314415,12,2019-07-15 19:20:07.780315+00:00,2019-07-22 19:38:02.895647+00:00
spoc,216935214,00902.01,PC,259.495763,-45.883523,8.917,0.018,1633.239823,0.001142,18.262088,0.001552,1.389734,0.289174,1634.844667,110.73071,12,2019-07-15 19:20:07.835797+00:00,2019-07-22 19:38:02.889732+00:00
spoc,238197638,00903.01,PC,57.488926,-72.7938,11.729,0.018,1632.404803,0.00316,14.543071,0.004424,4.641813,0.367584,3223.362642,206.94972,12,2019-07-15 19:20:08.061285+00:00,2019-07-22 19:38:02.878032+00:00
spoc,261257684,00904.01,PC,89.372435,-83.130177,10.819,0.017,1630.350649,0.00394,18.351895,0.005414,4.56693,0.537049,1694.835454,170.7674,12,2019-07-15 19:20:08.809996+00:00,2019-07-22 19:38:02.847497+00:00
spoc,261867566,00905.01,PC,227.659012,-71.361433,10.528,0.018,1628.351221,0.00039,3.739489,0.000102,2.00623,0.024301,16253.289925,184.09901,12,2019-07-15 19:20:08.922595+00:00,2019-07-22 19:38:02.841247+00:00
spoc,298372701,00906.01,PC,239.825748,-49.366465,8.446,0.018,1625.899186,0.001428,1.66465,0.000132,1.799871,0.086704,1213.117202,65.6353,12,2019-07-15 19:20:10.362272+00:00,2019-07-22 19:38:02.754195+00:00
spoc,305424003,00907.01,PC,262.183559,-62.840202,9.763,0.044,1627.057998,0.002611,4.584706,0.000743,5.283058,0.195731,1806.609532,78.20558,12,2019-07-15 19:20:10.917144+00:00,2019-07-22 19:38:02.736250+00:00
spoc,350153977,00908.01,PC,53.159247,-81.25074,10.61,0.018,1626.546422,0.004108,3.18414,0.000801,2.301113,0.770287,839.992078,101.36971,12,2019-07-15 19:20:11.642120+00:00,2019-07-22 19:38:02.712741+00:00
spoc,364107753,00909.01,PC,251.361901,-71.83984,7.017,0.018,1628.087364,0.002411,3.904822,0.000618,4.457798,0.278827,283.849684,15.91915,12,2019-07-15 19:20:12.141675+00:00,2019-07-22 19:38:02.695414+00:00
spoc,369327947,00910.01,PC,290.2261,-82.5545,10.266,0.062,1626.20546,0.001571,2.028957,0.000199,0.699497,0.353027,1085.279037,120.983315,12,2019-07-15 19:20:12.197173+00:00,2019-07-22 19:38:02.689678+00:00
spoc,389070884,00911.01,PC,262.335286,-38.64561,7.934,0.02,1627.859059,0.000317,8.584258,0.000232,2.080091,0.027721,8451.461473,101.96213,12,2019-07-15 19:20:12.476645+00:00,2019-07-22 19:38:02.678207+00:00
spoc,406941612,00912.01,PC,229.3404,-80.4729,10.366,0.049,1628.403947,0.002186,4.6791,0.000684,1.786827,0.141405,2039.352478,131.80223,12,2019-07-15 19:20:13.014742+00:00,2019-07-22 19:38:02.660796+00:00
spoc,407126408,00913.01,PC,234.573543,-80.8038,9.571,0.018,1625.219269,0.006027,11.094122,0.003812,3.309572,0.411444,1131.990523,99.21955,12,2019-07-15 19:20:13.124707+00:00,2019-07-22 19:38:02.648616+00:00
qlp,309254930,00862.01,PC,124.299805,-65.657039,8.416,0.018,1327.67985,0.00051,3.31021,1e-05,2.377,0.048,2722.55,0.672451,,2019-07-09 14:50:04.543902+00:00,2019-07-15 16:13:02.695449+00:00
qlp,372913430,00861.01,PC,119.5335186,-60.7805009,8.326,0.019,1333.39912,0.00198,13.47794,0.00014,2.745,0.143,4383.7,1847.15,,2019-07-09 14:50:00.524898+00:00,2019-07-15 16:12:58.709257+00:00
qlp,255704097,00877.01,PC,99.115166,-50.297451,10.585,0.019,1470.97649,0.00208,6.01524,0.00035,2.128,0.135,30115.5,2747.11,8 7 6,2019-04-01 16:52:04.318831+00:00,2019-07-12 19:15:14.719690+00:00
qlp,219380235,00878.01,PC,76.761606,-51.767077,10.769,0.018,1413.16027,0.01039,3.97244,0.00066,3.394,0.268,886.891,1.70143,5 6 4,2019-03-21 15:42:33.361541+00:00,2019-07-12 19:00:50.121382+00:00
qlp,37084932,00879.01,PC,98.123759,-3.544801,9.511,0.019,1470.64431,0.00102,6.58454,0.00012,3.395,0.395,5500.94,3.14556,6,2019-03-21 15:42:32.512313+00:00,2019-07-12 18:59:56.113887+00:00
qlp,34077285,00880.01,PC,94.164486,-13.987437,9.21,0.017,1471.1351,0.00126,6.38514,0.00087,2.588,0.22,2866.98,1.14445,6,2019-03-21 15:42:33.430007+00:00,2019-07-12 18:59:45.108824+00:00
qlp,237808867,00881.01,PC,104.479904,5.748016,9.704,0.017,1468.86467,0.00204,0.56708,0.0001,1.253,0.251,775.497,2.16154,6,2019-03-21 15:42:32.746054+00:00,2019-07-12 18:59:35.737158+00:00
qlp,92013169,00882.01,PC,89.165222,14.785602,9.698,0.017,1468.95747,0.00334,2.35538,0.00095,0.851,0.21,810.795,10.1957,6,2019-03-21 15:42:33.310517+00:00,2019-07-12 18:59:27.446479+00:00
qlp,123846039,00883.01,PC,103.369301,-6.507525,9.335,0.019,1476.5316,0.00113,10.04925,0.00192,3.607,0.171,3840.18,1.38808,6,2019-03-21 15:42:33.191230+00:00,2019-07-12 18:59:06.140396+00:00
qlp,167031605,00884.01,PC,93.921038,11.83263,9.883,0.038,1468.69741,0.00245,2.7809,0.00061,1.803,0.258,8828.5,1451.24,6,2019-03-21 15:42:31.865382+00:00,2019-07-12 18:58:57.949840+00:00
qlp,25334160,00885.01,PC,98.267809,-10.870722,10.089,0.017,1471.20029,0.00644,2.56876,0.00214,2.767,0.578,360.521,2.0364,6,2019-03-21 15:42:32.815234+00:00,2019-07-12 18:58:48.625244+00:00
qlp,120269103,00886.01,PC,101.693894,-6.14477,8.249,0.018,1477.4912,2.80369,6.59755,0.00679,1.668,1.22,187.918,115.745,6,2019-03-21 15:42:32.478370+00:00,2019-07-12 18:58:30.098214+00:00
qlp,437984134,00887.01,PC,94.545327,15.952172,8.151,0.018,1472.07754,0.00092,5.77114,0.00059,2.791,0.05,1931.81,0.299452,6,2019-03-21 15:42:32.137606+00:00,2019-07-12 18:57:25.518552+00:00
qlp,438295981,00888.01,PC,96.666075,13.299452,9.518,0.018,1472.15837,0.00314,3.96643,0.00167,2.025,0.28,828.371,1.84461,6,2019-03-21 15:42:32.189802+00:00,2019-07-12 18:56:54.659961+00:00
qlp,284288080,00889.01,PC,106.649781,-53.546432,10.783,0.018,1469.90952,0.00436,1.83407,0.00072,2.478,0.584,837.772,2.98202,6,2019-03-21 15:42:32.916787+00:00,2019-07-12 18:53:00.167910+00:00
qlp,333607525,00890.01,PC,100.363188,-12.285068,10.872,0.018,1470.99861,0.00124,3.20103,0.00038,3.658,0.268,34609.4,18.4267,6,2019-03-21 15:42:32.361330+00:00,2019-07-12 18:52:51.050050+00:00
qlp,33690636,00891.01,PC,93.122364,-16.791944,10.937,0.018,1468.9545,0.00672,4.99915,0.00244,5.256,0.449,684.271,1.84694,6,2019-03-21 15:42:32.086611+00:00,2019-07-12 18:52:32.627213+00:00
qlp,66561343,00892.01,PC,86.738221,-11.235374,10.938,0.019,1470.38055,0.00253,5.31165,0.00116,5.363,0.146,3128.8,0.829077,6,2019-03-21 15:42:31.916381+00:00,2019-07-12 18:52:24.384056+00:00
qlp,123958679,00893.01,PC,103.67858,-7.131317,11.426,0.019,1469.07319,0.00947,5.59071,0.00463,3.824,0.599,3424.02,15.464,6,2019-03-21 15:42:32.207182+00:00,2019-07-12 18:52:16.194570+00:00
qlp,42755801,00894.01,PC,96.793957,-4.780056,9.115,0.021,1470.15594,0.00457,4.34358,0.00247,4.75,0.311,6000.0,,6,2019-03-21 15:42:32.002195+00:00,2019-07-12 18:03:11.086043+00:00
qlp,380886535,00844.01,PC,19.461184,0.347133,11.722,0.018,1392.08947,0.00454,8.89959,0.0045,2.3,0.976,4016.99,261.15,3,2019-01-21 17:33:48.713924+00:00,2019-07-10 18:54:21.130864+00:00
qlp,32283946,00845.01,PC,24.172621,-31.670809,11.701,0.018,1389.0024,0.0012,7.06181,0.00108,5.853,0.127,22745.5,0.827632,3,2019-01-21 17:33:46.376517+00:00,2019-07-10 18:53:03.989422+00:00
qlp,229141709,00846.01,PC,26.376629,-51.296889,11.698,0.018,1363.76296,0.00238,14.20489,0.00151,4.924,0.446,8761.57,109.035,3,2019-01-21 17:33:48.610352+00:00,2019-07-10 18:52:56.448703+00:00
qlp,231289421,00847.01,PC,43.875304,-53.665482,11.632,0.019,1355.55382,0.00129,3.20659,0.00015,2.627,0.319,3774.3,2.03994,3,2019-01-21 17:33:46.041326+00:00,2019-07-10 18:52:17.014225+00:00
qlp,42015200,00848.01,PC,24.215968,-39.142538,11.546,0.017,1391.66318,0.00244,9.77742,0.00254,6.713,0.421,12823.2,649.91,3,2019-01-21 17:33:46.001200+00:00,2019-07-10 18:51:17.065827+00:00
qlp,33595516,00849.01,PC,28.715404,-29.421828,11.484,0.018,1384.01956,0.00218,0.76566,0.00015,1.452,0.21,1217.0,1.71758,3,2019-01-21 17:33:45.941336+00:00,2019-07-10 18:50:52.272219+00:00
qlp,423670610,00850.01,PC,9.765859,-17.22173,11.287,0.018,1384.40921,0.00105,10.32103,0.00074,3.283,0.094,58957.4,1507.45,3,2019-01-21 17:33:46.768166+00:00,2019-07-10 18:50:30.911724+00:00
qlp,40083958,00851.01,PC,7.387273,-10.468542,10.931,0.019,1383.97183,0.00268,0.63002,0.00011,0.552,0.138,3250.74,468.673,3,2019-01-21 17:33:48.871988+00:00,2019-07-10 18:50:03.399103+00:00
qlp,29918916,00852.01,PC,24.740293,-7.280888,10.884,0.018,1387.1945,0.00342,4.94421,0.00151,3.228,0.58,1724.78,2.49959,3,2019-01-21 17:33:46.728233+00:00,2019-07-10 18:49:39.798552+00:00
qlp,138727432,00853.01,PC,32.914238,-37.892919,10.762,0.018,1384.72541,0.00113,6.86512,0.00065,3.669,0.137,4340.64,1.43043,3,2019-01-21 17:33:48.831924+00:00,2019-07-10 18:49:14.609195+00:00
qlp,160222069,00854.01,PC,28.077517,-43.047604,10.67,0.018,1386.95004,0.00518,5.85059,0.00282,2.523,0.319,860.847,2.30981,3,2019-01-21 17:33:47.382750+00:00,2019-07-10 18:48:51.450976+00:00
qlp,269558487,00855.01,PC,15.542948,-2.144542,10.617,0.018,1384.92578,0.00318,1.8306,0.00046,1.193,0.241,984.349,4.2324,3,2019-01-21 17:33:47.602808+00:00,2019-07-10 18:48:25.333885+00:00
qlp,306338882,00856.01,PC,14.094954,-14.788289,10.264,0.018,1387.38778,0.003,5.4014,0.00187,1.442,0.257,1225.99,3.90247,3,2019-01-21 17:33:48.511009+00:00,2019-07-10 18:47:35.493771+00:00
qlp,404467699,00857.01,PC,25.87126,-14.149137,10.25,0.018,1387.49063,0.00056,3.90792,0.00021,3.282,0.091,6696.76,0.872004,3,2019-01-21 17:33:46.601115+00:00,2019-07-10 18:47:08.956425+00:00
qlp,198008005,00858.01,PC,60.199778,-54.592854,10.602,0.018,1386.45269,0.00035,3.27985,4e-05,3.406,0.046,10219.1,0.48365,4 3,2019-01-18 16:50:42.444344+00:00,2019-07-10 15:56:26.711826+00:00
qlp,445822015,00689.01,PC,147.005721,-48.320866,10.622,0.018,1545.05695,0.00336,1.66402,0.00044,3.397,0.124,7964.45,480.731,9,2019-05-02 14:07:53.955862+00:00,2019-06-30 21:01:56.155262+00:00
qlp,101497191,00690.01,PC,149.225753,-33.799341,10.244,0.019,1547.35119,0.0022,3.64376,0.00067,3.38,0.344,3632.91,19.2898,9,2019-05-02 14:07:53.733448+00:00,2019-06-30 21:01:17.817345+00:00
spoc,287563610,00840.01,PC,198.132923,-45.590546,12.996,0.018,1599.09059,0.001943,3.79974,0.000517,2.285643,0.205531,9960.900992,567.71326,11,2019-06-17 17:15:53.496286+00:00,2019-06-30 20:59:05.027788+00:00
spoc,238932509,00841.01,PC,94.942868,-53.226749,12.476,0.019,1599.39178,0.001081,3.492911,0.000246,1.780956,0.063888,14405.584579,605.5559,11,2019-06-17 17:15:52.438703+00:00,2019-06-30 20:58:36.050142+00:00
spoc,141768070,00842.01,PC,91.937496,-73.391739,12.54,0.018,1597.482295,0.001323,2.786214,0.000222,2.02642,0.064586,12623.950393,450.15436,11,2019-06-17 17:15:51.354792+00:00,2019-06-30 20:58:01.649410+00:00
qlp,175180796,00816.01,PC,116.010443,-36.996098,11.058,0.018,1493.44312,0.00335,1.55747,0.00022,2.714,0.128,3127.94,258.653,8 7,2019-04-24 14:49:57.845119+00:00,2019-06-21 19:22:42.708198+00:00
qlp,255760319,00814.01,PC,99.714581,-53.107498,8.974,0.018,1359.73394,0.00711,7.21048,0.00045,2.671,0.341,250.094,0.643423,8 6,2019-04-24 14:49:58.064551+00:00,2019-06-21 19:16:36.595453+00:00
qlp,100757807,00811.01,PC,88.030226,-32.92518,10.856,0.033,1438.25267,0.00085,25.17652,0.00012,4.456,0.139,10237.4,4.61849,5,2019-02-04 20:26:40.029580+00:00,2019-06-21 18:59:14.388865+00:00
qlp,363914762,00812.01,PC,89.235652,-49.006958,10.931,0.018,1445.32918,0.00094,13.86531,0.00032,6.439,0.084,6689.57,0.318231,7,2019-03-26 13:55:15.498662+00:00,2019-06-21 18:43:27.344175+00:00
qlp,167418903,00746.01,PC,99.6208,-67.648977,11.309,0.018,1335.77268,0.00106,10.98016,0.00011,1.945,0.124,7500.0,,8 7 4 3,2019-04-01 16:52:03.869146+00:00,2019-06-21 18:33:18.882199+00:00
spoc,30312676,00817.01,PC,74.286765,-66.390319,11.268,0.018,1597.680662,0.00263,1.102445,0.00019,2.993356,0.340884,1015.393112,101.08172,11,2019-06-17 17:15:50.755821+00:00,2019-06-19 18:53:28.649084+00:00
spoc,46096489,00818.01,PC,214.683032,-20.27548,10.576,0.018,1598.072777,0.00045,3.118536,8.4e-05,2.043274,0.024721,12242.731322,140.4948,11,2019-06-17 17:15:50.917529+00:00,2019-06-19 18:53:28.643646+00:00
spoc,73717937,00819.01,PC,192.189792,-47.613693,11.685,0.018,1602.088843,0.001958,16.257799,0.00279,4.970024,0.207919,6613.207764,270.84854,11,2019-06-17 17:15:50.972160+00:00,2019-06-19 18:53:28.638123+00:00
spoc,111991770,00820.01,PC,208.927943,-32.159616,10.411,0.018,1599.445086,0.0006,3.752062,0.000147,3.680056,0.038559,9500.430305,83.71538,11,2019-06-17 17:15:51.091301+00:00,2019-06-19 18:53:28.627157+00:00
spoc,125405602,00821.01,PC,209.6147,-23.2765,11.171,0.124,1606.784642,0.002901,13.823303,0.004073,1.365217,0.266457,2556.532346,396.43063,11,2019-06-17 17:15:51.247695+00:00,2019-06-19 18:53:28.621745+00:00
spoc,127530399,00822.01,PC,217.609129,-46.159193,11.051,0.019,1602.856055,0.000527,14.267215,0.000769,3.139619,0.055878,19488.009523,288.40347,11,2019-06-17 17:15:51.301441+00:00,2019-06-19 18:53:28.616027+00:00
spoc,158978373,00823.01,PC,218.658207,-40.739817,9.952,0.018,1609.006746,0.002324,13.539445,0.003295,3.882956,0.19542,2282.236201,106.781166,11,2019-06-17 17:15:51.669481+00:00,2019-06-19 18:53:28.610591+00:00
spoc,193641523,00824.01,PC,222.165914,-57.588236,10.014,0.017,1597.814828,0.001547,1.39293,0.000138,1.297164,0.10412,1887.952343,114.58978,11,2019-06-17 17:15:52.220995+00:00,2019-06-19 18:53:28.599645+00:00
spoc,220029715,00825.01,PC,208.856951,-21.207701,12.337,0.018,1598.749269,0.002543,3.185221,0.000555,2.232122,0.269341,5195.268198,352.0124,11,2019-06-17 17:15:52.329886+00:00,2019-06-19 18:53:28.594152+00:00
spoc,243200602,00826.01,PC,203.10599,-42.475273,10.467,0.018,1607.585174,0.000594,11.551821,0.000852,3.735501,0.056897,10533.034112,143.05896,11,2019-06-17 17:15:52.612533+00:00,2019-06-19 18:53:28.583098+00:00
spoc,270507305,00827.01,PC,98.893377,-79.715873,11.458,0.018,1597.466299,0.000789,1.228087,6e-05,1.957121,0.058482,7408.177751,157.46313,11,2019-06-17 17:15:53.006588+00:00,2019-06-19 18:53:28.555410+00:00
spoc,271168962,00828.01,PC,210.193538,-30.583564,9.426,0.019,1601.579679,0.000516,5.322154,0.0002,3.887594,0.03913,6558.436228,60.966423,11,2019-06-17 17:15:53.115262+00:00,2019-06-19 18:53:28.549751+00:00
spoc,276128561,00829.01,PC,224.208742,-37.042889,10.5,0.018,1598.067102,0.00236,3.287693,0.00052,2.260383,0.377912,1716.954661,127.01266,11,2019-06-17 17:15:53.226581+00:00,2019-06-19 18:53:28.544132+00:00
spoc,281924357,00830.01,PC,129.756952,-74.76322,10.384,0.022,1599.493498,0.000745,15.042065,0.000965,2.302924,0.071449,15144.524054,393.60608,11,2019-06-17 17:15:53.389163+00:00,2019-06-19 18:53:28.533016+00:00
spoc,307610438,00831.01,PC,229.03349,-38.875285,8.747,0.018,1597.267945,0.000824,1.561734,7.6e-05,3.237635,0.044623,5700.836312,94.34616,11,2019-06-17 17:15:53.832283+00:00,2019-06-19 18:53:28.521680+00:00
spoc,350332997,00832.01,PC,84.081517,-54.191177,11.704,0.018,1598.326298,0.002887,1.91693,0.000352,1.734552,0.179383,2485.789491,221.48323,11,2019-06-17 17:15:54.922020+00:00,2019-06-19 18:53:28.486857+00:00
spoc,362249359,00833.01,PC,145.6469,-62.4763,10.096,0.04,1597.253274,0.002267,1.042241,0.000155,1.238015,0.420834,575.948562,64.76902,11,2019-06-17 17:15:55.292320+00:00,2019-06-19 18:53:28.480142+00:00
spoc,404340025,00834.01,PC,195.827989,-49.639682,10.654,0.018,1597.039188,0.000332,2.675544,5.2e-05,3.199293,0.022869,14581.92695,87.57986,11,2019-06-17 17:15:55.834584+00:00,2019-06-19 18:53:28.474315+00:00
spoc,405700729,00835.01,PC,192.057792,-56.894237,10.823,0.018,1600.300333,0.002157,4.794426,0.00083,1.334607,0.568197,2057.535593,267.95325,11,2019-06-17 17:15:56.060876+00:00,2019-06-19 18:53:28.468501+00:00
spoc,437333618,00843.01,PC,207.907768,-23.781179,12.399,0.018,1598.425994,0.001585,4.298442,0.000462,3.207408,0.097782,15777.916035,389.9534,11,2019-06-17 17:15:56.697598+00:00,2019-06-19 18:53:28.450607+00:00
spoc,440887364,00836.01,PC,225.080844,-24.45411,8.57267,0.017683,1599.76396,0.003124,8.593935,0.00199,2.516381,0.240792,1376.140503,103.685265,11,2019-06-17 17:15:56.822889+00:00,2019-06-19 18:53:28.438660+00:00
spoc,440887364,00836.02,PC,225.080844,-24.45411,8.57267,0.017683,1599.992303,0.001952,3.817115,0.000518,1.763242,0.19976,667.748212,57.78922,11,2019-06-17 17:15:56.842309+00:00,2019-06-19 18:53:28.432411+00:00
spoc,460205581,00837.01,PC,157.037444,-64.505257,9.916,0.02,1599.2505,0.001262,8.322729,0.000957,1.775778,0.08703,4374.386118,418.78894,11,2019-06-17 17:15:57.419057+00:00,2019-06-19 18:53:28.418796+00:00
spoc,461271719,00838.01,PC,203.16661,-38.845928,8.782,0.019,1603.194187,0.001105,15.246334,0.001751,1.273547,0.389764,1179.250985,80.582504,11,2019-06-17 17:15:57.473595+00:00,2019-06-19 18:53:28.412002+00:00
spoc,466840711,00839.01,PC,166.979921,-61.146263,14.067,0.02,1598.899459,0.006001,2.485338,0.000997,2.945664,0.430199,43518.529133,5503.6626,11,2019-06-17 17:15:57.648593+00:00,2019-06-19 18:53:28.405089+00:00
spoc,350743714,00165.01,PC,88.885933,-57.290593,9.789,0.024,1388.296648,0.000774,7.76178,0.001112,3.494972,0.066196,4399.776458,75.229034,3,2018-11-30 22:06:25.935855+00:00,2019-06-17 15:20:35.964187+00:00
spoc,238898571,00863.01,PC,93.729548,-49.756247,9.916,0.018,1438.459483,0.001989,0.525102,4.4e-05,1.45967,0.496066,177.049601,33.88697,5 6,2019-05-10 14:01:31.653951+00:00,2019-06-11 20:25:57.935213+00:00
spoc,231728511,00864.01,PC,81.444281,-51.357033,11.473,0.017,1411.154172,0.000922,0.520662,1.6e-05,0.58891,0.200691,639.31301,84.25636,5 6 4,2019-05-10 14:01:27.220368+00:00,2019-06-11 20:25:57.929004+00:00
spoc,44797824,00865.03,PC,62.454488,-26.021975,9.774,0.019,1411.586361,0.000547,0.745589,1.8e-05,0.419908,0.067019,824.665653,74.56171,5 4,2019-05-10 14:00:45.171099+00:00,2019-06-11 20:25:57.896450+00:00
spoc,15445551,00747.01,PC,185.324704,-52.840824,10.319,0.019,1569.667052,0.00044,1.68281,4.8e-05,3.015738,0.028207,8618.416674,143.89174,10,2019-06-05 19:57:31.057307+00:00,2019-06-11 19:54:35.751668+00:00
spoc,104024556,00748.01,PC,196.043897,-35.549519,10.288,0.018,1569.940386,0.000466,2.021986,6.2e-05,2.975452,0.026434,10011.409176,130.08087,10,2019-06-05 19:57:32.395383+00:00,2019-06-11 19:53:36.366219+00:00
